cond,trial,method,rec_n,rec_d,recovery_rate,rel_err,r2,mse,nmse,hpp_l1,hpp_l2
300,8,HPP_EN,2,4,0.4999999999875,0.9943115558239081,-0.17298643573877115,9.378848005094017,0.9813929427434142,0.005,0.001
300,8,EN_Fixed,2,4,0.4999999999875,0.997730479469517,-0.18631593317523687,9.485426671847453,0.9925452240621874,,
300,8,Ridge,2,4,0.4999999999875,0.9978816674839615,-0.1866247129559846,9.48789558243537,0.9928035683093627,,
300,8,Lasso,2,4,0.4999999999875,0.995067162299904,-0.17600225693145988,9.402961607532184,0.9839161651310768,,
300,9,HPP_EN,1,4,0.24999999999375,0.9969760401464902,-0.1807668585683717,9.240624867586781,0.9874696629048134,0.005,0.001
300,9,EN_Fixed,2,4,0.4999999999875,0.9984571662560784,-0.1912983252393543,9.32304362121782,0.9962770779910544,,
300,9,Ridge,2,4,0.4999999999875,0.9988801372447782,-0.19137295514026675,9.323627671247031,0.9963394906193916,,
300,9,Lasso,1,4,0.24999999999375,0.9978508876290137,-0.18504404315012946,9.274097909214467,0.991046651864557,,
300,10,HPP_EN,2,4,0.4999999999875,0.9955042357409634,-0.19861943989186348,9.532959263492014,0.990397909154609,0.005,0.001
300,10,EN_Fixed,2,4,0.4999999999875,0.9986515151674197,-0.2086012109641926,9.612347110746185,0.9986456689277914,,
300,10,Ridge,3,4,0.74999999998125,0.9985996483977555,-0.20793180972652436,9.607023173458636,0.9980925545996675,,
